text,label,text_clean
Mmmm ... Fuck ... Not fair ! You know my weaknesses ! *grins* *pushes you to your knee's* *exposes my belly and pulls your head to it* Don't forget ... I know yours too *wicked smile*,ham,mmmm ... fuck ... not fair ! you know my weaknesses ! *grins* *pushes you to your knee's* *exposes my belly and pulls your head to it* don't forget ... i know yours too *wicked smile*
Yes princess! I want to catch you with my big strong hands...,ham,yes princess! i want to catch you with my big strong hands...
Bbq this sat at mine from 6ish. Ur welcome 2 come,ham,bbq this sat at mine from 6ish. ur welcome 2 come
I thought slide is enough.,ham,i thought slide is enough.
* Was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train,ham,* was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train
If I was I wasn't paying attention,ham,if i was i wasn't paying attention
For real tho this sucks. I can't even cook my whole electricity is out. And I'm hungry.,ham,for real tho this sucks. i can't even cook my whole electricity is out. and i'm hungry.
Thanks for sending this mental ability question..,ham,thanks for sending this mental ability question..
Just haven't decided where yet eh ?,ham,just haven't decided where yet eh ?
Why i come in between you people,ham,why i come in between you people
You do what all you like,ham,you do what all you like
Don no da:)whats you plan?,ham,don no da:)whats you plan?
Its not that time of the month nor mid of the time?,ham,its not that time of the month nor mid of the time?
I only work from mon to thurs but Sat i cant leh... Booked liao... Which other day u free?,ham,i only work from mon to thurs but sat i cant leh... booked liao... which other day u free?
So your telling me I coulda been your real Valentine and I wasn't? U never pick me for NOTHING!!,ham,so your telling me i coulda been your real valentine and i wasn't? u never pick me for nothing!!
It certainly puts things into perspective when something like this happens,ham,it certainly puts things into perspective when something like this happens
Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx,ham,okay name ur price as long as its legal! wen can i pick them up? y u ave x ams xx
Prabha..i'm soryda..realy..frm heart i'm sory,ham,prabha..i'm soryda..realy..frm heart i'm sory
"We're all getting worried over here, derek and taylor have already assumed the worst",ham,"we're all getting worried over here, derek and taylor have already assumed the worst"
Are u awake? Is there snow there?,ham,are u awake? is there snow there?
Every monday..nxt week vl be completing..,ham,every monday..nxt week vl be completing..
"Faith makes things possible,Hope makes things work,Love makes things beautiful,May you have all three this Christmas!Merry Christmas!",ham,"faith makes things possible,hope makes things work,love makes things beautiful,may you have all three this christmas!merry christmas!"
"Yeah probably, I still gotta check out with leo",ham,"yeah probably, i still gotta check out with leo"
Hope ur head doesn't hurt 2 much ! Am ploughing my way through a pile of ironing ! Staying in with a chinky tonight come round if you like.,ham,hope ur head doesn't hurt 2 much ! am ploughing my way through a pile of ironing ! staying in with a chinky tonight come round if you like.
Ok anyway no need to change with what you said,ham,ok anyway no need to change with what you said
K:)k.are you in college?,ham,k:)k.are you in college?
"Aight, call me once you're close",ham,"aight, call me once you're close"
I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day,ham,i realise you are a busy guy and i'm trying not to be a bother. i have to get some exams outta the way and then try the cars. do have a gr8 day
My battery is low babe,ham,my battery is low babe
Webpage s not available!,ham,webpage s not available!
If i said anything wrong sorry de:-),ham,if i said anything wrong sorry de:-)
Are you happy baby ? Are you alright ? Did you take that job ? I hope your fine. I send you a kiss to make you smile from across the sea ... *kiss* *kiss*,ham,are you happy baby ? are you alright ? did you take that job ? i hope your fine. i send you a kiss to make you smile from across the sea ... *kiss* *kiss*
So how's the weather over there?,ham,so how's the weather over there?
Will you be here for food,ham,will you be here for food
A bloo bloo bloo I'll miss the first bowl,ham,a bloo bloo bloo i'll miss the first bowl
Sorry about that this is my mates phone and i didnt write it love Kate,ham,sorry about that this is my mates phone and i didnt write it love kate
Missing you too.pray inshah allah,ham,missing you too.pray inshah allah
"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE",spam,"sms. ac blind date 4u!: rodds1 is 21/m from aberdeen, united kingdom. check him out http://img. sms. ac/w/icmb3cktz8r7!-4 no blind dates send hide"
Sorry de i went to shop.,ham,sorry de i went to shop.
I went to project centre,ham,i went to project centre
Well I'm going to be an aunty!,ham,well i'm going to be an aunty!
Ok. I asked for money how far,ham,ok. i asked for money how far
Loosu go to hospital. De dont let it careless.,ham,loosu go to hospital. de dont let it careless.
That's ok. I popped in to ask bout something and she said you'd been in. Are you around tonght wen this girl comes?,ham,that's ok. i popped in to ask bout something and she said you'd been in. are you around tonght wen this girl comes?
"all the lastest from Stereophonics, Marley, Dizzee Racal, Libertines and The Strokes! Win Nookii games with Flirt!! Click TheMob WAP Bookmark or text WAP to 82468",spam,"all the lastest from stereophonics, marley, dizzee racal, libertines and the strokes! win nookii games with flirt!! click themob wap bookmark or text wap to 82468"
\Si.como no?!listened2the plaid album-quite gd&the new air1 which is hilarious-also boughtåÓbraindanceåÓa comp.ofstuff on aphexåÕs ;abel,ham,\si.como no?!listened2the plaid album-quite gd&the new air1 which is hilarious-also boughtåóbraindanceåóa comp.ofstuff on aphexåõs ;abel
o turns out i had stereo love on mi phone under the unknown album.,ham,o turns out i had stereo love on mi phone under the unknown album.
2marrow only. Wed at  &lt;#&gt;  to 2 aha.,ham,2marrow only. wed at &lt;#&gt; to 2 aha.
"Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx",ham,"al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? hav 2go, thanx.xx"
Call me when u're done...,ham,call me when u're done...
"Forgot it takes me 3 years to shower, sorry. Where you at/your phone dead yet?",ham,"forgot it takes me 3 years to shower, sorry. where you at/your phone dead yet?"
alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap,ham,alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap
"Alright omw, gotta change my order to a half8th",ham,"alright omw, gotta change my order to a half8th"
"Thanks for your ringtone order, reference number X49.Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182",spam,"thanks for your ringtone order, reference number x49.your mobile will be charged 4.50. should your tone not arrive please call customer services 09065989182"
Where @,ham,where @
Ok.ok ok..then..whats ur todays plan,ham,ok.ok ok..then..whats ur todays plan
Already one guy loving you:-.,ham,already one guy loving you:-.
Can you plz tell me the ans. BSLVYL sent via fullonsms.com,ham,can you plz tell me the ans. bslvyl sent via fullonsms.com
Babe ? I lost you ... :-(,ham,babe ? i lost you ... :-(
U sleeping now.. Or you going to take? Haha.. I got spys wat.. Me online checking n replying mails lor..,ham,u sleeping now.. or you going to take? haha.. i got spys wat.. me online checking n replying mails lor..
Hope this text meets you smiling. If not then let this text give you a reason to smile. Have a beautiful day.,ham,hope this text meets you smiling. if not then let this text give you a reason to smile. have a beautiful day.
Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,ham,your opinion about me? 1. over 2. jada 3. kusruthi 4. lovable 5. silent 6. spl character 7. not matured 8. stylish 9. simple pls reply..
"sure, but make sure he knows we ain't smokin yet",ham,"sure, but make sure he knows we ain't smokin yet"
No my mum went 2 dentist.,ham,no my mum went 2 dentist.
"Jus chillaxin, what up",ham,"jus chillaxin, what up"
"Haven't found a way to get another app for your phone, eh ? Will you go to the net cafe ? Did you take that job? Geeee I need you babe. I crave to see you ...",ham,"haven't found a way to get another app for your phone, eh ? will you go to the net cafe ? did you take that job? geeee i need you babe. i crave to see you ..."
This girl does not stay in bed. This girl doesn't need recovery time. Id rather pass out while having fun then be cooped up in bed,ham,this girl does not stay in bed. this girl doesn't need recovery time. id rather pass out while having fun then be cooped up in bed
"I got another job! The one at the hospital doing data analysis or something, starts on monday! Not sure when my thesis will got finished",ham,"i got another job! the one at the hospital doing data analysis or something, starts on monday! not sure when my thesis will got finished"
"Theoretically yeah, he could be able to come",ham,"theoretically yeah, he could be able to come"
